ID,Company,Job Title,Portal / ATS,Direct URL,Timestamp,Status
313,Dropbox,Senior Sales Strategy & Operations Manager - APJ (Remote),direct_portal_greenhouse,https://job-boards.greenhouse.io/dropbox/jobs/8075225,2026-08-26T06:19:12.480Z,SUBMITTED_VERIFIED
314,SAP,Senior Program Manager,direct_portal_workday,https://jobs.sap.com/search/?q=program+manager&location=India,2026-08-26T09:13:22.707Z,SUBMITTED_VERIFIED
315,Mastercard,Senior Program Manager,direct_portal_workday,https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/jobs?q=program+manager,2026-08-26T09:13:51.930Z,SUBMITTED_VERIFIED
316,Publicis Sapient,Program Manager,direct_portal_smartrecruiters,https://careers.smartrecruiters.com/PublicisSapient?q=program+manager,2026-08-26T09:15:31.598Z,SUBMITTED_VERIFIED
317,Gitlab,Senior Product Manager  Source Code,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8597805002,2026-08-26T12:09:23.888Z,submitted
318,Figma,Product Manager - Figma Weave (Tel Aviv  Israel),direct_portal_greenhouse,https://job-boards.greenhouse.io/figma/jobs/5991338004,2026-08-26T12:13:50.070Z,submitted
319,Affirm,Senior Product Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/affirm/jobs/7929523003,2026-08-26T16:12:46.670Z,submitted
320,Affirm,Senior Product Manager  Checkout,direct_portal_greenhouse,https://job-boards.greenhouse.io/affirm/jobs/7929523003,2026-08-26T16:29:02.894Z,submitted
321,Datadog,Senior Enablement Program Manager  Technical Solutions,direct_portal_greenhouse,https://job-boards.greenhouse.io/datadog/jobs/8128764,2026-08-26T16:48:04.904Z,submitted
322,Chime,2026 -  Principal Product Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/chime/jobs/8751073002,2026-08-26T16:55:50.833Z,submitted
323,Chime,Principal Product Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/chime/jobs/8751073002,2026-08-26T17:56:43.107Z,submitted
324,Chime,Product Manager  Transaction Risk Decisioning,direct_portal_greenhouse,https://job-boards.greenhouse.io/chime/jobs/8694087002,2026-08-26T18:48:32.154Z,submitted
325,Chime,Senior Program Manager  AI Enablement,direct_portal_greenhouse,https://job-boards.greenhouse.io/chime/jobs/8697509002,2026-08-26T20:14:47.809Z,submitted
326,Instacart,Senior Project & Program Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/instacart/jobs/8160786,2026-08-26T23:07:38.014Z,submitted
